Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,iProbA,iProbB,iProbC
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,0,11,0.2,0.2,4,0.5,0.2,0.5
1,2,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,1,11,0.2,0.2,4,0.5,0.2,0.5
1,3,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
2,1,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,0,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
1,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,3,0,12,0.2,0.2,4,0.5,0.2,0.8
2,2,0,12,0.2,0.2,4,0.5,0.2,0.8
1,4,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,1,1,12,0.2,0.2,4,0.5,0.2,0.8
1,4,1,12,0.2,0.2,4,0.5,0.2,0.8
0,3,1,12,0.2,0.2,4,0.5,0.2,0.8
1,4,0,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
1,3,1,12,0.2,0.2,4,0.5,0.2,0.8
1,4,0,12,0.2,0.2,4,0.5,0.2,0.8
1,1,1,12,0.2,0.2,4,0.5,0.2,0.8
1,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
1,2,0,12,0.2,0.2,4,0.5,0.2,0.8
1,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
1,1,0,12,0.2,0.2,4,0.5,0.2,0.8
1,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
0,4,0,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
1,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
1,1,0,12,0.2,0.2,4,0.5,0.2,0.8
1,1,1,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
0,4,1,12,0.2,0.2,4,0.5,0.2,0.8
1,2,1,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
2,1,0,12,0.2,0.2,4,0.5,0.2,0.8
1,3,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
2,4,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
1,1,0,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
1,1,0,13,0.2,0.2,4,0.5,0.5,0.2
1,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
1,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
0,4,1,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
1,1,1,13,0.2,0.2,4,0.5,0.5,0.2
2,1,0,13,0.2,0.2,4,0.5,0.5,0.2
2,4,0,14,0.2,0.2,4,0.5,0.5,0.5
1,2,0,14,0.2,0.2,4,0.5,0.5,0.5
0,1,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
0,3,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,0,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,0,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,0,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
1,1,1,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,1,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,4,1,14,0.2,0.2,4,0.5,0.5,0.5
2,2,0,14,0.2,0.2,4,0.5,0.5,0.5
1,1,0,14,0.2,0.2,4,0.5,0.5,0.5
1,1,0,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
2,1,0,14,0.2,0.2,4,0.5,0.5,0.5
0,1,1,15,0.2,0.2,4,0.5,0.5,0.8
1,3,1,15,0.2,0.2,4,0.5,0.5,0.8
1,4,0,15,0.2,0.2,4,0.5,0.5,0.8
2,4,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
1,4,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
0,4,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
0,2,1,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
2,1,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,1,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
1,1,0,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,0,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
1,1,0,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
0,4,1,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
2,1,0,15,0.2,0.2,4,0.5,0.5,0.8
2,4,0,16,0.2,0.2,4,0.5,0.8,0.2
0,2,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,4,0,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
1,1,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
1,1,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,1,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
2,2,0,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,0,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
1,1,1,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
2,1,0,16,0.2,0.2,4,0.5,0.8,0.2
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
2,2,1,17,0.2,0.2,4,0.5,0.8,0.5
2,4,0,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
1,2,1,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
2,4,0,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
1,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
1,4,0,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
2,2,0,17,0.2,0.2,4,0.5,0.8,0.5
2,1,1,17,0.2,0.2,4,0.5,0.8,0.5
1,4,1,17,0.2,0.2,4,0.5,0.8,0.5
1,4,1,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
1,4,0,17,0.2,0.2,4,0.5,0.8,0.5
1,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
1,4,0,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
1,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
1,4,0,17,0.2,0.2,4,0.5,0.8,0.5
1,4,1,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
1,4,0,17,0.2,0.2,4,0.5,0.8,0.5
1,1,0,17,0.2,0.2,4,0.5,0.8,0.5
1,2,0,17,0.2,0.2,4,0.5,0.8,0.5
2,1,0,17,0.2,0.2,4,0.5,0.8,0.5
1,1,0,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,17,0.2,0.2,4,0.5,0.8,0.5
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
2,3,0,18,0.2,0.2,4,0.5,0.8,0.8
1,4,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
0,4,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,0,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
2,1,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,1,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
0,4,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
0,4,0,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
0,3,1,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
2,2,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
2,1,0,18,0.2,0.2,4,0.5,0.8,0.8
0,4,1,18,0.2,0.2,4,0.5,0.8,0.8
1,1,0,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
1,1,1,18,0.2,0.2,4,0.5,0.8,0.8
0,2,1,19,0.2,0.2,4,0.8,0.2,0.2
1,1,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,3,0,19,0.2,0.2,4,0.8,0.2,0.2
1,3,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
1,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,2,0,19,0.2,0.2,4,0.8,0.2,0.2
1,4,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,0,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
1,4,0,19,0.2,0.2,4,0.8,0.2,0.2
2,1,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
1,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
1,4,0,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
1,4,1,19,0.2,0.2,4,0.8,0.2,0.2
1,4,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
1,4,0,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,0,19,0.2,0.2,4,0.8,0.2,0.2
1,3,0,19,0.2,0.2,4,0.8,0.2,0.2
1,1,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,1,0,19,0.2,0.2,4,0.8,0.2,0.2
1,1,0,19,0.2,0.2,4,0.8,0.2,0.2
1,1,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
1,1,0,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
0,4,1,19,0.2,0.2,4,0.8,0.2,0.2
2,3,0,20,0.2,0.2,4,0.8,0.2,0.5
0,1,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
2,2,0,20,0.2,0.2,4,0.8,0.2,0.5
1,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,3,0,20,0.2,0.2,4,0.8,0.2,0.5
1,1,1,20,0.2,0.2,4,0.8,0.2,0.5
1,1,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,1,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,0,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
1,1,1,20,0.2,0.2,4,0.8,0.2,0.5
2,2,0,20,0.2,0.2,4,0.8,0.2,0.5
1,1,0,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,1,1,20,0.2,0.2,4,0.8,0.2,0.5
1,1,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,2,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,3,1,20,0.2,0.2,4,0.8,0.2,0.5
2,1,1,20,0.2,0.2,4,0.8,0.2,0.5
1,4,0,20,0.2,0.2,4,0.8,0.2,0.5
1,2,1,20,0.2,0.2,4,0.8,0.2,0.5
0,4,1,20,0.2,0.2,4,0.8,0.2,0.5
1,4,0,20,0.2,0.2,4,0.8,0.2,0.5
2,1,0,20,0.2,0.2,4,0.8,0.2,0.5
1,3,1,21,0.2,0.2,4,0.8,0.2,0.8
2,4,0,21,0.2,0.2,4,0.8,0.2,0.8
0,2,0,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
1,4,1,21,0.2,0.2,4,0.8,0.2,0.8
1,4,1,21,0.2,0.2,4,0.8,0.2,0.8
0,1,0,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
1,4,0,21,0.2,0.2,4,0.8,0.2,0.8
2,1,0,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
1,3,0,21,0.2,0.2,4,0.8,0.2,0.8
1,3,1,21,0.2,0.2,4,0.8,0.2,0.8
2,1,0,21,0.2,0.2,4,0.8,0.2,0.8
2,1,0,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
2,1,0,21,0.2,0.2,4,0.8,0.2,0.8
1,4,1,21,0.2,0.2,4,0.8,0.2,0.8
1,4,0,21,0.2,0.2,4,0.8,0.2,0.8
1,4,0,21,0.2,0.2,4,0.8,0.2,0.8
1,2,1,21,0.2,0.2,4,0.8,0.2,0.8
2,1,0,21,0.2,0.2,4,0.8,0.2,0.8
0,3,1,21,0.2,0.2,4,0.8,0.2,0.8
0,1,1,21,0.2,0.2,4,0.8,0.2,0.8
2,1,0,21,0.2,0.2,4,0.8,0.2,0.8
